"titleType","genres","weightedRating","totalVotes"
"movie","Comedy,Drama,Western",6.30941801022415,5086
"movie","Comedy,Family",6.09883036642248,871726
"movie","Comedy,Family,Fantasy",6.09023806403055,1480106
"movie","Comedy,Family,History",5.3,2448
"movie","Comedy,Family,Horror",4.13545293072824,2815
"movie","Comedy,Family,Music",4.52374984389774,112106
"movie","Comedy,Family,Musical",7.04247374324462,49035
"movie","Comedy,Family,Mystery",8.47052162898706,26053
"movie","Comedy,Family,Romance",5.72649488951862,644362
"movie","Comedy,Family,Sci-Fi",5.40716937215322,149511
"movie","Comedy,Family,Sport",5.93024809296357,140270
"movie","Comedy,Family,War",7.13064551663362,9078
"movie","Comedy,Family,Western",6.83437598736177,22155
"movie","Comedy,Fantasy",6.8664223106034,726399
"movie","Comedy,Fantasy,History",6.54349442379182,269
"movie","Comedy,Fantasy,Horror",6.41804825295748,910825
"movie","Comedy,Fantasy,Music",6.79933811851155,146703
"movie","Comedy,Fantasy,Musical",6.00424289231066,82868
"movie","Comedy,Fantasy,Mystery",6.67339498870846,9299
"movie","Comedy,Fantasy,Romance",6.87325571250017,951291
"movie","Comedy,Fantasy,Sci-Fi",6.3065517452917,16301
"movie","Comedy,Fantasy,Sport",6.61866666666667,75
"movie","Comedy,Fantasy,Thriller",6.4,1346
"movie","Comedy,Fantasy,Western",5.2,92
"movie","Comedy,Film-Noir",6.4,201
"movie","Comedy,History",7.80080005333689,44997
"movie","Comedy,History,Music",6.20613718411552,277
"movie","Comedy,History,Musical",5.51253117206983,1604
"movie","Comedy,History,Romance",7.46828914263596,10334
"movie","Comedy,History,War",7.39987325728771,789
"movie","Comedy,Horror",6.96706783324882,1948484
"movie","Comedy,Horror,Music",7.49598535905182,17212
"movie","Comedy,Horror,Musical",6.01392518479803,13393
"movie","Comedy,Horror,Mystery",6.42488760056791,118328
"movie","Comedy,Horror,Romance",6.65660986490033,251518
"movie","Comedy,Horror,Sci-Fi",6.09106835549242,209771
"movie","Comedy,Horror,Thriller",5.94671633840428,144549
"movie","Comedy,Horror,Western",6.1,2814
"movie","Comedy,Music",6.78700229095663,1167198
"movie","Comedy,Music,Musical",6.76840576342087,8606
"movie","Comedy,Music,Mystery",6.30719966513185,2389
"movie","Comedy,Music,Romance",7.26774900774901,502645
"movie","Comedy,Music,Sport",5.90972222222222,288
"movie","Comedy,Music,Thriller",7.7,40
"movie","Comedy,Music,War",5.49191170275508,11869
"movie","Comedy,Music,Western",4.53813559322034,118
"movie","Comedy,Musical",6.77654368855475,304336
"movie","Comedy,Musical,Mystery",3.59458904109589,2920
"movie","Comedy,Musical,Romance",6.75418918937031,746099
"movie","Comedy,Musical,Sci-Fi",5.03125794155019,1574
"movie","Comedy,Musical,Sport",7.29,20100
"movie","Comedy,Musical,Thriller",7.1,12197
"movie","Comedy,Musical,War",7.13316567117259,6362
"movie","Comedy,Musical,Western",6.63904288083393,12663
"movie","Comedy,Mystery",7.17985217660119,177915
"movie","Comedy,Mystery,Romance",7.2323014580712,108088
"movie","Comedy,Mystery,Sci-Fi",5.4117098067809,178295
