titleType,genres,startYear,weightedRating,totalVotes
movie,"Action,Adventure,Comedy",1971,5.629767442,645
movie,"Action,Adventure,Comedy",1972,6.3,439
movie,"Action,Adventure,Comedy",1973,4.457894737,95
movie,"Action,Adventure,Comedy",1974,6.18844577,5366
movie,"Action,Adventure,Comedy",1975,6.03470538,5855
movie,"Action,Adventure,Comedy",1976,6.028304633,4123
movie,"Action,Adventure,Comedy",1977,5.765396235,8606
movie,"Action,Adventure,Comedy",1978,5.894736842,38
movie,"Action,Adventure,Comedy",1979,7.285087311,8590
movie,"Action,Adventure,Comedy",1980,7.793474523,203556
movie,"Action,Adventure,Comedy",1981,6.631019181,20281
movie,"Action,Adventure,Comedy",1982,6.125,292
movie,"Action,Adventure,Comedy",1983,5.124310874,80174
movie,"Action,Adventure,Comedy",1984,6.61124769,104457
movie,"Action,Adventure,Comedy",1985,6.001868021,81316
movie,"Action,Adventure,Comedy",1986,6.730610786,212693
movie,"Action,Adventure,Comedy",1987,6.539677795,71259
movie,"Action,Adventure,Comedy",1988,4.789045128,3058
movie,"Action,Adventure,Comedy",1989,5.286330935,8757
movie,"Action,Adventure,Comedy",1990,6.73045333,108067
movie,"Action,Adventure,Comedy",1991,5.901294495,109927
movie,"Action,Adventure,Comedy",1992,4.648844221,4975
movie,"Action,Adventure,Comedy",1993,5.71608121,94570
movie,"Action,Adventure,Comedy",1994,6.521497772,151732
movie,"Action,Adventure,Comedy",1995,6.504496576,71699
movie,"Action,Adventure,Comedy",1996,4.987714929,33732
movie,"Action,Adventure,Comedy",1997,7.034670757,650903
movie,"Action,Adventure,Comedy",1998,6.417374896,289360
movie,"Action,Adventure,Comedy",1999,5.2,733
movie,"Action,Adventure,Comedy",2000,5.603128197,184771
movie,"Action,Adventure,Comedy",2001,5.36859877,152252
movie,"Action,Adventure,Comedy",2002,5.957472033,490750
movie,"Action,Adventure,Comedy",2003,5.403530987,327104
movie,"Action,Adventure,Comedy",2004,4.768144532,24991
movie,"Action,Adventure,Comedy",2005,5.718106561,232899
movie,"Action,Adventure,Comedy",2006,6.584802752,14246
movie,"Action,Adventure,Comedy",2007,3.20822285,20893
movie,"Action,Adventure,Comedy",2008,6.292107544,291899
movie,"Action,Adventure,Comedy",2009,5.410208679,115872
movie,"Action,Adventure,Comedy",2010,6.297069843,20818
movie,"Action,Adventure,Comedy",2011,3.942454588,4294
movie,"Action,Adventure,Comedy",2012,6.677267134,358371
movie,"Action,Adventure,Comedy",2013,6.4748262,186853
movie,"Action,Adventure,Comedy",2014,6.2,3603
movie,"Action,Adventure,Comedy",2015,7.270634023,918437
movie,"Action,Adventure,Comedy",2016,6.382156551,512216
movie,"Action,Adventure,Comedy",2017,7.401683391,1062439
movie,"Action,Adventure,Comedy",2018,6.860116983,425873
movie,"Action,Adventure,Comedy",2019,6.451266309,299374
movie,"Action,Adventure,Comedy",2020,4.922938059,6038
movie,"Action,Adventure,Comedy",2021,7.150252573,228251
movie,"Action,Adventure,Crime",1915,7.292185145,4645
movie,"Action,Adventure,Crime",1919,5.981690141,71
movie,"Action,Adventure,Crime",1921,7.1,23
movie,"Action,Adventure,Crime",1924,6.8,16
movie,"Action,Adventure,Crime",1925,5.3125,96
movie,"Action,Adventure,Crime",1926,5.263120567,141
movie,"Action,Adventure,Crime",1928,6.3,21
movie,"Action,Adventure,Crime",1929,5.832894737,76
movie,"Action,Adventure,Crime",1930,4.5,26
movie,"Action,Adventure,Crime",1931,4.5,24
movie,"Action,Adventure,Crime",1932,5.108602151,93
movie,"Action,Adventure,Crime",1933,5.3753125,320
movie,"Action,Adventure,Crime",1934,5.479761905,84
movie,"Action,Adventure,Crime",1935,5.546519525,589
movie,"Action,Adventure,Crime",1936,5.390184049,326
movie,"Action,Adventure,Crime",1937,5.630298507,670
movie,"Action,Adventure,Crime",1938,5.835470342,1669
movie,"Action,Adventure,Crime",1939,5.502716049,1215
movie,"Action,Adventure,Crime",1940,6.102868447,1011
movie,"Action,Adventure,Crime",1941,6.416802168,369
movie,"Action,Adventure,Crime",1942,5.967039106,537
movie,"Action,Adventure,Crime",1945,6.9,75
movie,"Action,Adventure,Crime",1946,5.709060403,298
movie,"Action,Adventure,Crime",1947,6.258455115,958
movie,"Action,Adventure,Crime",1948,2.674653887,939
movie,"Action,Adventure,Crime",1949,6.384580645,1550
movie,"Action,Adventure,Crime",1950,6.68072452,3699
movie,"Action,Adventure,Crime",1951,5.806741573,445
movie,"Action,Adventure,Crime",1952,5.897345133,113
movie,"Action,Adventure,Crime",1953,5.984927916,1526
movie,"Action,Adventure,Crime",1954,6.206698565,627
movie,"Action,Adventure,Crime",1955,5.889904655,1783
movie,"Action,Adventure,Crime",1956,5.55,52
movie,"Action,Adventure,Crime",1957,6.221041215,922
movie,"Action,Adventure,Crime",1958,6.1,74
movie,"Action,Adventure,Crime",1959,5.5,246
movie,"Action,Adventure,Crime",1960,6.656,25
movie,"Action,Adventure,Crime",1962,5.598611111,216
movie,"Action,Adventure,Crime",1963,5.583018868,106
movie,"Action,Adventure,Crime",1964,5.242077922,385
movie,"Action,Adventure,Crime",1965,5.3,98
movie,"Action,Adventure,Crime",1966,6.366761787,8060
movie,"Action,Adventure,Crime",1967,5.556537753,543
movie,"Action,Adventure,Crime",1968,5.5,48
movie,"Action,Adventure,Crime",1969,5.507111111,225
