"directors","primaryName","titleType","startYear","weigthedRating"
"nm0468239","Gedeon Kovacs","tvMovie","1965",8.4
"nm0468239","Gedeon Kovacs","tvMovie","1966",9.2
"nm0468239","Gedeon Kovacs","tvMovie","1967",9.1
"nm0468239","Gedeon Kovacs","tvMovie","1969",9.5
"nm0468260","Steven Kovacs","tvMovie","1998",5.5
"nm0468331","Nikolai Kovalsky","tvMovie","1980",5.2
"nm0468454","András Kovács","tvMovie","1969",8.4
"nm0468609","Bernard L. Kowalski","tvMovie","1961",8.2
"nm0468609","Bernard L. Kowalski","tvMovie","1966",7.3
"nm0468609","Bernard L. Kowalski","tvMovie","1971",5.82738853503185
"nm0468609","Bernard L. Kowalski","tvMovie","1972",5.4236442516269
"nm0468609","Bernard L. Kowalski","tvMovie","1975",6.6
"nm0468609","Bernard L. Kowalski","tvMovie","1977",5.5
"nm0468609","Bernard L. Kowalski","tvMovie","1978",6.2
"nm0468609","Bernard L. Kowalski","tvMovie","1979",6.5
"nm0468609","Bernard L. Kowalski","tvMovie","1980",4.95102040816327
"nm0468609","Bernard L. Kowalski","tvMovie","1988",5
"nm0468609","Bernard L. Kowalski","tvMovie","1989",6.5
"nm0468627","Lech Kowalski","tvMovie","2013",8
"nm0468995","Damjan Kozole","tvMovie","2008",8.3
"nm0469138","Donald Kraemer","tvMovie","2000",7.5
"nm0469138","Donald Kraemer","tvMovie","2001",4.32702702702703
"nm0469138","Donald Kraemer","tvMovie","2002",6.6
"nm0469138","Donald Kraemer","tvMovie","2009",5.7
"nm0469138","Donald Kraemer","tvMovie","2011",4.78
"nm0469273","Søren Kragh-Jacobsen","tvMovie","1985",6.2
"nm0469273","Søren Kragh-Jacobsen","tvMovie","2000",2.5
"nm0469421","Vincent Kralyevich","tvMovie","2015",7.7
"nm0469564","John Kramer","tvMovie","1979",6.1
"nm0469573","Jurij Kramer","tvMovie","1977",6.1
"nm0469601","Lloyd Kramer","tvMovie","1992",2.9
"nm0469601","Lloyd Kramer","tvMovie","1997",6.3
"nm0469601","Lloyd Kramer","tvMovie","1998",6.6
"nm0469601","Lloyd Kramer","tvMovie","2000",5.6
"nm0469601","Lloyd Kramer","tvMovie","2001",6.2
"nm0469601","Lloyd Kramer","tvMovie","2002",5.8
"nm0469601","Lloyd Kramer","tvMovie","2004",7.3
"nm0469601","Lloyd Kramer","tvMovie","2007",5.7
"nm0469601","Lloyd Kramer","tvMovie","2012",4
"nm0469639","Pieter Kramer","tvMovie","1996",8.3
"nm0469639","Pieter Kramer","tvMovie","2014",6.8
"nm0469689","Tom Kramer","tvMovie","2011",6.2
"nm0469753","Leland Krane","tvMovie","2012",9.1
"nm0469803","Leif Krantz","tvMovie","1986",6.1
"nm0469827","Heidi Kranz","tvMovie","1996",4.3
"nm0469827","Heidi Kranz","tvMovie","1997",4.1
"nm0469827","Heidi Kranz","tvMovie","2001",2.76285714285714
"nm0469827","Heidi Kranz","tvMovie","2004",5.2
"nm0469827","Heidi Kranz","tvMovie","2006",3.9
"nm0469827","Heidi Kranz","tvMovie","2007",3.4
"nm0469827","Heidi Kranz","tvMovie","2011",4.7
"nm0469867","Tommy Krappweis","tvMovie","2004",7
"nm0469957","Paul Krasny","tvMovie","1971",7.3
"nm0469957","Paul Krasny","tvMovie","1972",6.9
"nm0469957","Paul Krasny","tvMovie","1974",5.9
"nm0469957","Paul Krasny","tvMovie","1978",8
"nm0469957","Paul Krasny","tvMovie","1979",7.5
"nm0469957","Paul Krasny","tvMovie","1980",7.0368580060423
"nm0469957","Paul Krasny","tvMovie","1981",5.91931818181818
"nm0469957","Paul Krasny","tvMovie","1984",4.6
"nm0469957","Paul Krasny","tvMovie","1987",6.7
"nm0469957","Paul Krasny","tvMovie","1989",6.9
"nm0469957","Paul Krasny","tvMovie","1990",6.73409090909091
"nm0469957","Paul Krasny","tvMovie","1991",6.3
"nm0469957","Paul Krasny","tvMovie","1994",6.01084337349398
"nm0470063","Hans Kratzert","tvMovie","1978",6.8
"nm0470081","Lars Kraume","tvMovie","1998",6.7
"nm0470081","Lars Kraume","tvMovie","1999",5.5
"nm0470081","Lars Kraume","tvMovie","2007",6.8
"nm0470081","Lars Kraume","tvMovie","2016",7.3
"nm0470081","Lars Kraume","tvMovie","2017",5.7
"nm0470081","Lars Kraume","tvMovie","2020",7.3
"nm0470119","Fred Kraus","tvMovie","1966",8.9
"nm0470119","Fred Kraus","tvMovie","1967",8.67391304347826
"nm0470119","Fred Kraus","tvMovie","1968",8.81851851851852
"nm0470119","Fred Kraus","tvMovie","1969",8.5
"nm0470149","Peter Kraus","tvMovie","1995",2.8
"nm0470184","Britta Krause","tvMovie","2001",4.9
"nm0470207","Hans-Henrik Krause","tvMovie","1970",6.07777777777778
"nm0470239","Michael Krause","tvMovie","2012",7.9
"nm0470251","Robert Krause","tvMovie","2013",8.1
"nm0470374","Antoni Krauze","tvMovie","1970",7.1
"nm0470374","Antoni Krauze","tvMovie","1971",6.1
"nm0470374","Antoni Krauze","tvMovie","1980",6.95652173913043
"nm0470374","Antoni Krauze","tvMovie","1981",5
"nm0470377","Krzysztof Krauze","tvMovie","2000",6.09142857142857
"nm0470465","Lenard Fritz Krawinkel","tvMovie","2005",4.7
"nm0470617","Karl-Heinz Kreienbaum","tvMovie","1981",8.1
"nm0470629","Michael Kreihsl","tvMovie","2000",4.9
"nm0470629","Michael Kreihsl","tvMovie","2003",4.33333333333333
"nm0470629","Michael Kreihsl","tvMovie","2004",7
"nm0470629","Michael Kreihsl","tvMovie","2006",5.21538461538462
"nm0470629","Michael Kreihsl","tvMovie","2007",6.5
"nm0470629","Michael Kreihsl","tvMovie","2010",6.80348837209302
"nm0470629","Michael Kreihsl","tvMovie","2011",5.9
"nm0470629","Michael Kreihsl","tvMovie","2020",7
"nm0470658","Michael Kreindl","tvMovie","2004",6
"nm0470658","Michael Kreindl","tvMovie","2005",4.9
"nm0470658","Michael Kreindl","tvMovie","2007",4.3
"nm0470658","Michael Kreindl","tvMovie","2008",6.1
"nm0470658","Michael Kreindl","tvMovie","2009",5.50967741935484
"nm0470658","Michael Kreindl","tvMovie","2012",3.8
"nm0470658","Michael Kreindl","tvMovie","2013",4.9
"nm0470666","Olaf Kreinsen","tvMovie","1997",5.6
"nm0470666","Olaf Kreinsen","tvMovie","1998",7.6
"nm0470666","Olaf Kreinsen","tvMovie","2000",5.7
"nm0470666","Olaf Kreinsen","tvMovie","2001",5.02131147540984
"nm0470666","Olaf Kreinsen","tvMovie","2002",3.5
"nm0470666","Olaf Kreinsen","tvMovie","2003",4.54042553191489
"nm0470666","Olaf Kreinsen","tvMovie","2005",5.07731958762887
"nm0470666","Olaf Kreinsen","tvMovie","2007",4.7
"nm0470666","Olaf Kreinsen","tvMovie","2008",6
"nm0470666","Olaf Kreinsen","tvMovie","2009",5.09024390243902
"nm0470666","Olaf Kreinsen","tvMovie","2011",5.3
"nm0470666","Olaf Kreinsen","tvMovie","2014",5.53984375
"nm0470666","Olaf Kreinsen","tvMovie","2017",5.6
"nm0470676","Brad Kreisberg","tvMovie","1998",4.5
"nm0470676","Brad Kreisberg","tvMovie","2006",8
"nm0470728","Tomás Krejcí","tvMovie","2003",5.5
"nm0470728","Tomás Krejcí","tvMovie","2008",4.8
"nm0470728","Tomás Krejcí","tvMovie","2010",6.7
"nm0470729","Jirí Krejcík","tvMovie","1965",7.5
"nm0470729","Jirí Krejcík","tvMovie","1979",5.2
"nm0470729","Jirí Krejcík","tvMovie","1981",7.1
"nm0470729","Jirí Krejcík","tvMovie","2003",5.2
"nm0470749","Petar Krelja","tvMovie","1993",8.2
"nm0470805","Matthias Kremin","tvMovie","2000",6.1
"nm0470813","Valeri Kremnyov","tvMovie","1978",7.7
"nm0470813","Valeri Kremnyov","tvMovie","1984",7.8
"nm0470872","Mark Krenzien","tvMovie","1991",6.2
"nm0470971","John T. Kretchmer","tvMovie","1994",6
"nm0471069","Justin Kreutzmann","tvMovie","2008",9.2
"nm0471069","Justin Kreutzmann","tvMovie","2016",8.5
"nm0471086","Marco Kreuzpaintner","tvMovie","2016",6.2
"nm0471136","John Kricfalusi","tvMovie","1999",3.8
"nm0471165","Jean-Pierre Krief","tvMovie","2005",7.4
"nm0471165","Jean-Pierre Krief","tvMovie","2007",5.8
"nm0471175","Peter Krieg","tvMovie","1988",6.7
"nm0471222","Carl Kriegeskotte","tvMovie","1999",7.4
"nm0471222","Carl Kriegeskotte","tvMovie","2005",8
"nm0471321","Rachida Krim","tvMovie","2005",6.9
"nm0471321","Rachida Krim","tvMovie","2010",6.3
"nm0471426","Pradip Krishen","tvMovie","1989",8
"nm0471449","Srinivas Krishna","tvMovie","2005",2.4
"nm0471461","Suri Krishnamma","tvMovie","1997",6.4
"nm0471461","Suri Krishnamma","tvMovie","2003",4.2
"nm0471503","Vyacheslav Krishtofovich","tvMovie","1978",7
"nm0471503","Vyacheslav Krishtofovich","tvMovie","1980",6.7
"nm0471503","Vyacheslav Krishtofovich","tvMovie","1985",6.1
"nm0471503","Vyacheslav Krishtofovich","tvMovie","2009",5
"nm0471538","Václav Krístek","tvMovie","2003",6.3
"nm0471538","Václav Krístek","tvMovie","2004",6.7
"nm0471538","Václav Krístek","tvMovie","2006",5.375
"nm0471538","Václav Krístek","tvMovie","2009",4.5
"nm0471538","Václav Krístek","tvMovie","2016",6.4
"nm0471763","Frédéric Krivine","tvMovie","2003",7.4
"nm0471862","Allan Kroeker","tvMovie","1985",7.1
"nm0471862","Allan Kroeker","tvMovie","1989",7.3
"nm0471862","Allan Kroeker","tvMovie","1996",5.4
"nm0471862","Allan Kroeker","tvMovie","2011",6
"nm0471966","Stefan Krohmer","tvMovie","1999",5.3
"nm0471966","Stefan Krohmer","tvMovie","2001",3.65172413793103
"nm0471966","Stefan Krohmer","tvMovie","2003",6.8
"nm0471966","Stefan Krohmer","tvMovie","2005",7
"nm0471966","Stefan Krohmer","tvMovie","2007",6.7
"nm0471966","Stefan Krohmer","tvMovie","2009",6.5
"nm0471966","Stefan Krohmer","tvMovie","2011",6.7
"nm0471966","Stefan Krohmer","tvMovie","2012",6.1
"nm0471966","Stefan Krohmer","tvMovie","2013",6.4
"nm0471966","Stefan Krohmer","tvMovie","2014",6.4
"nm0471966","Stefan Krohmer","tvMovie","2016",5.7
"nm0471966","Stefan Krohmer","tvMovie","2017",6.07
"nm0471966","Stefan Krohmer","tvMovie","2018",6.6
"nm0471966","Stefan Krohmer","tvMovie","2019",5.8
"nm0472086","Frank Krom","tvMovie","2002",7.1
"nm0472086","Frank Krom","tvMovie","2004",6.6
"nm0472114","Zoltan Spirandelli","tvMovie","1998",7.3
"nm0472114","Zoltan Spirandelli","tvMovie","2000",5.9
"nm0472114","Zoltan Spirandelli","tvMovie","2001",6.1
"nm0472114","Zoltan Spirandelli","tvMovie","2002",6.6
"nm0472114","Zoltan Spirandelli","tvMovie","2004",4.9
"nm0472114","Zoltan Spirandelli","tvMovie","2005",5.48095238095238
"nm0472114","Zoltan Spirandelli","tvMovie","2006",5
"nm0472114","Zoltan Spirandelli","tvMovie","2007",6.5
"nm0472114","Zoltan Spirandelli","tvMovie","2008",6
"nm0472114","Zoltan Spirandelli","tvMovie","2010",4.2
"nm0472114","Zoltan Spirandelli","tvMovie","2014",5.8
"nm0472114","Zoltan Spirandelli","tvMovie","2015",5.9
"nm0472114","Zoltan Spirandelli","tvMovie","2020",6.3
"nm0472182","William Kronick","tvMovie","1965",6.2
"nm0472182","William Kronick","tvMovie","1970",7
"nm0472182","William Kronick","tvMovie","1971",6.18260869565217
"nm0472182","William Kronick","tvMovie","1973",6.8
"nm0472182","William Kronick","tvMovie","1977",6.8
"nm0472182","William Kronick","tvMovie","1987",6.5
"nm0472182","William Kronick","tvMovie","1988",6.7
"nm0472223","Thomas Kronthaler","tvMovie","2006",6.1
"nm0472223","Thomas Kronthaler","tvMovie","2007",5.41428571428571
"nm0472223","Thomas Kronthaler","tvMovie","2008",5
"nm0472223","Thomas Kronthaler","tvMovie","2009",5.89285714285714
"nm0472223","Thomas Kronthaler","tvMovie","2010",6.1
"nm0472223","Thomas Kronthaler","tvMovie","2012",5.96617647058824
"nm0472223","Thomas Kronthaler","tvMovie","2013",6.78367346938775
"nm0472223","Thomas Kronthaler","tvMovie","2014",6.3
"nm0472223","Thomas Kronthaler","tvMovie","2017",5.5
"nm0472223","Thomas Kronthaler","tvMovie","2019",6.2
"nm0472223","Thomas Kronthaler","tvMovie","2020",5.4
"nm0472257","Steve Kroopnick","tvMovie","2003",7.69678714859438
"nm0472309","Herb Krosney","tvMovie","1996",5.7
"nm0472330","Yuri Krotenko","tvMovie","1975",7.7
"nm0472330","Yuri Krotenko","tvMovie","1976",7.8
"nm0472330","Yuri Krotenko","tvMovie","1985",6.7
"nm0472377","Chad Krowchuk","tvMovie","2016",5.8
"nm0472377","Chad Krowchuk","tvMovie","2017",5.3
"nm0472406","Václav Krska","tvMovie","1966",7.1
"nm0472406","Václav Krska","tvMovie","1969",7.9
"nm0472416","Mladen Krstevski","tvMovie","2003",6.7
"nm0472416","Mladen Krstevski","tvMovie","2005",5.4
"nm0472808","Krystyna Krupska-Wysocka","tvMovie","1988",5.4
"nm0472808","Krystyna Krupska-Wysocka","tvMovie","1995",6
"nm0472966","Kryeziu Ekrem","tvMovie","1978",8.4
"nm0473043","Viktor Kryuchkov","tvMovie","1990",6.2
"nm0473095","Waldemar Krzystek","tvMovie","1984",4.4
"nm0473151","Helmut Krätzig","tvMovie","1963",8.5
"nm0473151","Helmut Krätzig","tvMovie","1979",6.8
"nm0473151","Helmut Krätzig","tvMovie","1980",5.9
"nm0473151","Helmut Krätzig","tvMovie","1982",7.1
"nm0473151","Helmut Krätzig","tvMovie","1983",6.3
"nm0473151","Helmut Krätzig","tvMovie","1986",6.6
"nm0473154","Gernot Krää","tvMovie","2015",6.2
"nm0473154","Gernot Krää","tvMovie","2018",6
"nm0473219","Detlof Krüger","tvMovie","1955",9.7
"nm0473219","Detlof Krüger","tvMovie","1965",8.54444444444444
"nm0473223","Franz-Otto Krüger","tvMovie","1961",8.4
"nm0473329","Shawn Ku","tvMovie","2008",4.7
"nm0473352","Gabi Kubach","tvMovie","1979",6.7
"nm0473352","Gabi Kubach","tvMovie","1996",3.2
"nm0473352","Gabi Kubach","tvMovie","1998",4.9
"nm0473352","Gabi Kubach","tvMovie","1999",4.2
"nm0473352","Gabi Kubach","tvMovie","2000",4.6
"nm0473352","Gabi Kubach","tvMovie","2001",6.25675675675676
"nm0473352","Gabi Kubach","tvMovie","2002",7
"nm0473352","Gabi Kubach","tvMovie","2003",5.86538461538461
"nm0473352","Gabi Kubach","tvMovie","2004",6.28475609756098
"nm0473352","Gabi Kubach","tvMovie","2005",5.096
"nm0473352","Gabi Kubach","tvMovie","2006",3.5
"nm0473352","Gabi Kubach","tvMovie","2007",4.74891304347826
"nm0473352","Gabi Kubach","tvMovie","2008",5
"nm0473352","Gabi Kubach","tvMovie","2009",3.5
"nm0473460","Walt Kubiak","tvMovie","1994",7.09
"nm0473460","Walt Kubiak","tvMovie","1995",6.1
"nm0473488","Robert Kubilos","tvMovie","2005",2.9
"nm0473552","Marek Kubos","tvMovie","2001",7.3
"nm0473759","Josef Kuderna","tvMovie","1987",5.4
"nm0473870","Andrew J. Kuehn","tvMovie","1978",5.6
"nm0473870","Andrew J. Kuehn","tvMovie","1979",6.2
"nm0473870","Andrew J. Kuehn","tvMovie","1982",7.8
"nm0473957","Beat Kuert","tvMovie","1989",5.2
"nm0473958","Berno Kürten","tvMovie","2000",6.3
"nm0473958","Berno Kürten","tvMovie","2001",4.7
"nm0473958","Berno Kürten","tvMovie","2002",4.2
"nm0473958","Berno Kürten","tvMovie","2003",5.94
"nm0473958","Berno Kürten","tvMovie","2005",6.1
"nm0473958","Berno Kürten","tvMovie","2007",5.7
"nm0473958","Berno Kürten","tvMovie","2009",5.32631578947368
"nm0473958","Berno Kürten","tvMovie","2010",6.4
"nm0473958","Berno Kürten","tvMovie","2011",4.99701492537313
"nm0473958","Berno Kürten","tvMovie","2012",6.6
"nm0473958","Berno Kürten","tvMovie","2017",5.3
"nm0473998","Hermann Kugelstadt","tvMovie","1964",8.1
"nm0473998","Hermann Kugelstadt","tvMovie","1969",8.69444444444444
"nm0474152","Roman Kuhn","tvMovie","1999",3.8
"nm0474233","Pieter Kuijpers","tvMovie","2003",6.3
"nm0474289","Heikki Kujanpää","tvMovie","2009",7
"nm0474430","Yuri Kulakov","tvMovie","1998",7.2
"nm0474463","Barbara Kulcsar","tvMovie","2012",7.1
"nm0474463","Barbara Kulcsar","tvMovie","2013",6.4
"nm0474463","Barbara Kulcsar","tvMovie","2017",7
"nm0474463","Barbara Kulcsar","tvMovie","2020",6.5
"nm0474539","Buzz Kulik","tvMovie","1957",6.9
"nm0474539","Buzz Kulik","tvMovie","1970",8.4
"nm0474539","Buzz Kulik","tvMovie","1971",7.6
"nm0474539","Buzz Kulik","tvMovie","1972",7.4
"nm0474539","Buzz Kulik","tvMovie","1973",5.822265625
"nm0474539","Buzz Kulik","tvMovie","1974",6.81908256880734
"nm0474539","Buzz Kulik","tvMovie","1975",7.01605839416058
"nm0474539","Buzz Kulik","tvMovie","1976",6.8
"nm0474539","Buzz Kulik","tvMovie","1977",7.36293436293436
"nm0474539","Buzz Kulik","tvMovie","1978",7.8
"nm0474539","Buzz Kulik","tvMovie","1983",6
"nm0474539","Buzz Kulik","tvMovie","1986",5.7
"nm0474539","Buzz Kulik","tvMovie","1987",5.4
"nm0474539","Buzz Kulik","tvMovie","1988",6.8
"nm0474539","Buzz Kulik","tvMovie","1992",6.4
"nm0474651","Victor Kulle","tvMovie","1992",3.9
"nm0474782","Arun Kumar","tvMovie","1997",8.6
"nm0474955","Roger Kumble","tvMovie","2016",7.5
"nm0474985","Dirk Kummer","tvMovie","2003",6.2
"nm0474985","Dirk Kummer","tvMovie","2005",5.3
"nm0474985","Dirk Kummer","tvMovie","2010",6.4
"nm0474985","Dirk Kummer","tvMovie","2017",6.8
"nm0474985","Dirk Kummer","tvMovie","2019",6.2
"nm0474985","Dirk Kummer","tvMovie","2020",5.65
"nm0474985","Dirk Kummer","tvMovie","2021",6.1
"nm0475003","Horst Kummeth","tvMovie","1992",7.1
"nm0475003","Horst Kummeth","tvMovie","1995",4.8
"nm0475066","Ivica Kuncevic","tvMovie","1983",7.5
"nm0475084","Algimantas Kundelis","tvMovie","1981",5.7
"nm0475101","Arnold Kunert","tvMovie","1987",8.3
"nm0475105","Joachim Kunert","tvMovie","1972",6.8
"nm0475105","Joachim Kunert","tvMovie","1974",6.1
"nm0475139","Peter W. Kunhardt","tvMovie","2011",7.6
"nm0475163","Masahiro Kunimoto","tvMovie","2014",6.6
"nm0475535","Sulejman Kupusovic","tvMovie","1974",8.8
"nm0475535","Sulejman Kupusovic","tvMovie","1978",8.6
"nm0475620","Saido Kurbanov","tvMovie","2008",3.3
"nm0475620","Saido Kurbanov","tvMovie","2009",4.7
"nm0475629","Stéphane Kurc","tvMovie","1985",5.6
"nm0475629","Stéphane Kurc","tvMovie","2000",4.9
"nm0475629","Stéphane Kurc","tvMovie","2006",4.6
"nm0475629","Stéphane Kurc","tvMovie","2013",6.5
"nm0475634","Vadim Kurchevskiy","tvMovie","1972",6.4
"nm0475691","Ippei Kuri","tvMovie","1981",4.8
"nm0475756","Tomio Kuriyama","tvMovie","1982",7.4
"nm0475845","Yoshio Kuroda","tvMovie","1980",6.2
"nm0475845","Yoshio Kuroda","tvMovie","1986",7
"nm0475905","Kiyoshi Kurosawa","tvMovie","1995",6.94468085106383
"nm0475905","Kiyoshi Kurosawa","tvMovie","1996",7.00377358490566
"nm0475905","Kiyoshi Kurosawa","tvMovie","2000",6.7
"nm0475980","Otto Kurth","tvMovie","1960",8.56296296296296
"nm0476021","Bob Kurtz","tvMovie","1996",4.9
"nm0476142","Rudi Kurz","tvMovie","1961",5.6
"nm0476142","Rudi Kurz","tvMovie","1967",7.2
"nm0476142","Rudi Kurz","tvMovie","1977",8
"nm0476206","Daniel Kusan","tvMovie","2000",7.7
"nm0476508","Hussi Kutlucan","tvMovie","2005",5
"nm0476537","Rolf Kutschera","tvMovie","1964",9
"nm0476537","Rolf Kutschera","tvMovie","1965",7.1
"nm0476591","Kazimierz Kutz","tvMovie","1990",8.3
"nm0476591","Kazimierz Kutz","tvMovie","1994",6.78181818181818
"nm0476620","Janne Kuusi","tvMovie","1997",7.8
"nm0476657","Galina Kuvivchak-Sakhno","tvMovie","2008",5.8
"nm0476657","Galina Kuvivchak-Sakhno","tvMovie","2011",7
"nm0476806","Zbigniew Kuzminski","tvMovie","1977",5.3
"nm0476916","Valerian Kvachadze","tvMovie","1972",7.2
"nm0476916","Valerian Kvachadze","tvMovie","1975",7.8
"nm0476916","Valerian Kvachadze","tvMovie","1988",5.8
"nm0476956","Boris Kvashnev","tvMovie","1990",7.1
"nm0476990","Leonid Kvinikhidze","tvMovie","1978",7.5
"nm0476990","Leonid Kvinikhidze","tvMovie","1984",7.6
"nm0476990","Leonid Kvinikhidze","tvMovie","1988",6.5
"nm0476990","Leonid Kvinikhidze","tvMovie","1989",7.2
"nm0477129","Ken Kwapis","tvMovie","1998",6.4
"nm0477129","Ken Kwapis","tvMovie","1999",4.7
"nm0477129","Ken Kwapis","tvMovie","2000",3.8
"nm0477129","Ken Kwapis","tvMovie","2003",5.8
"nm0477129","Ken Kwapis","tvMovie","2012",5.88095238095238
"nm0477187","Michal Kwiecinski","tvMovie","2003",6.7
"nm0477187","Michal Kwiecinski","tvMovie","2007",6.7
"nm0477512","Kari Kyrönseppä","tvMovie","1987",6
"nm0477617","Hugo Käch","tvMovie","1983",8.3
"nm0477617","Hugo Käch","tvMovie","1984",8.5
"nm0477617","Hugo Käch","tvMovie","1986",7.4
"nm0477618","Ruth Käch","tvMovie","1999",5.2
"nm0477623","Karl-Heinz Käfer","tvMovie","2006",7.2
"nm0477637","Jyri Kähönen","tvMovie","2009",5.5
"nm0477702","Helmut Käutner","tvMovie","1962",9
"nm0477702","Helmut Käutner","tvMovie","1964",8.1
"nm0477702","Helmut Käutner","tvMovie","1965",9.11063829787234
"nm0477702","Helmut Käutner","tvMovie","1966",8.50545454545454
"nm0477702","Helmut Käutner","tvMovie","1967",8.83448275862069
"nm0477702","Helmut Käutner","tvMovie","1968",8.4
"nm0477702","Helmut Käutner","tvMovie","1969",7.9025974025974
"nm0477702","Helmut Käutner","tvMovie","1970",7.2
"nm0477702","Helmut Käutner","tvMovie","1972",8.2
"nm0477702","Helmut Käutner","tvMovie","1974",7.8
"nm0477702","Helmut Käutner","tvMovie","1976",7.2
"nm0477702","Helmut Käutner","tvMovie","1978",7.8
"nm0477814","Manfred R. Köhler","tvMovie","1970",8.2
"nm0477814","Manfred R. Köhler","tvMovie","1971",7
"nm0477870","Heidi Köngäs","tvMovie","1987",5.2
"nm0477870","Heidi Köngäs","tvMovie","1988",4
"nm0477870","Heidi Köngäs","tvMovie","1991",4.1
"nm0477870","Heidi Köngäs","tvMovie","1993",5.8
"nm0477870","Heidi Köngäs","tvMovie","1996",4.9
"nm0477870","Heidi Köngäs","tvMovie","1998",6.6
"nm0477870","Heidi Köngäs","tvMovie","2000",6.5
"nm0477870","Heidi Köngäs","tvMovie","2002",6.5
"nm0477870","Heidi Köngäs","tvMovie","2005",6.9
"nm0477870","Heidi Köngäs","tvMovie","2009",4.9
"nm0477870","Heidi Köngäs","tvMovie","2014",5.5
"nm0477870","Heidi Köngäs","tvMovie","2017",5.5
"nm0477917","Ulrich König","tvMovie","2001",4.4265306122449
"nm0477917","Ulrich König","tvMovie","2004",2.3
"nm0477917","Ulrich König","tvMovie","2006",4.2
"nm0477917","Ulrich König","tvMovie","2008",6.15067873303167
"nm0477917","Ulrich König","tvMovie","2009",6.1
"nm0477917","Ulrich König","tvMovie","2010",4.4
"nm0477933","Horst Königstein","tvMovie","1987",7.4
"nm0477933","Horst Königstein","tvMovie","1992",9
"nm0477933","Horst Königstein","tvMovie","1995",5.3
"nm0477933","Horst Königstein","tvMovie","1996",5.7
"nm0477933","Horst Königstein","tvMovie","1998",3
"nm0477933","Horst Königstein","tvMovie","2001",6.2
"nm0477933","Horst Königstein","tvMovie","2003",6.8
"nm0477933","Horst Königstein","tvMovie","2006",4.4
"nm0478094","Norbert Kückelmann","tvMovie","1992",6
"nm0478094","Norbert Kückelmann","tvMovie","1996",6.9
"nm0478094","Norbert Kückelmann","tvMovie","1997",7.1
"nm0478094","Norbert Kückelmann","tvMovie","2000",5.9
"nm0478094","Norbert Kückelmann","tvMovie","2002",7.2
"nm0478176","Harry Kümel","tvMovie","1969",6.9
"nm0478228","Diethard Küster","tvMovie","1997",6.3
"nm0478228","Diethard Küster","tvMovie","1999",2.6
"nm0478228","Diethard Küster","tvMovie","2001",5.9
"nm0478228","Diethard Küster","tvMovie","2005",4.32599277978339
"nm0478228","Diethard Küster","tvMovie","2007",3.1
"nm0478228","Diethard Küster","tvMovie","2010",4.4
"nm0478284","Gérald L'Ecuyer","tvMovie","2004",7.8
"nm0478286","John L'Ecuyer","tvMovie","2002",7.2
"nm0478286","John L'Ecuyer","tvMovie","2004",6.7
"nm0478286","John L'Ecuyer","tvMovie","2005",6.3
"nm0478286","John L'Ecuyer","tvMovie","2007",6.3
"nm0478286","John L'Ecuyer","tvMovie","2009",5.1
"nm0478286","John L'Ecuyer","tvMovie","2014",4.9086383601757
"nm0478286","John L'Ecuyer","tvMovie","2017",4.9
"nm0478303","Marcel L'Herbier","tvMovie","1953",7.2
"nm0478303","Marcel L'Herbier","tvMovie","1954",5.2
"nm0478327","Jean L'Hôte","tvMovie","1971",6.1
"nm0478327","Jean L'Hôte","tvMovie","1977",6.7
"nm0478327","Jean L'Hôte","tvMovie","1981",6.4
"nm0478800","Denys de La Patellière","tvMovie","1993",5.7
"nm0479351","André S. Labarthe","tvMovie","1988",8.9
"nm0479682","Jean-Claude Labrecque","tvMovie","1988",7.4
"nm0479738","Jeanne Labrune","tvMovie","1987",8
"nm0479807","Pierre Lacan","tvMovie","2015",6.5
"nm0479810","Stephan Lacant","tvMovie","2005",8.3
"nm0479810","Stephan Lacant","tvMovie","2017",7.1
"nm0479810","Stephan Lacant","tvMovie","2018",7.4
"nm0479810","Stephan Lacant","tvMovie","2019",7.4
"nm0479999","David LaChapelle","tvMovie","2003",5.8
"nm0480044","Brad Lachman","tvMovie","1998",6.55714285714286
"nm0480044","Brad Lachman","tvMovie","1999",7.42666666666667
"nm0480044","Brad Lachman","tvMovie","2000",5
"nm0480044","Brad Lachman","tvMovie","2004",8.6
"nm0480044","Brad Lachman","tvMovie","2009",7.2
"nm0480044","Brad Lachman","tvMovie","2012",7.2
"nm0480044","Brad Lachman","tvMovie","2015",7.3
"nm0480200","Pierre Lacombe","tvMovie","1986",6.9
"nm0480280","Anthony Lacques","tvMovie","2010",8.3
"nm0480388","Madison D. Lacy","tvMovie","1995",8.3
"nm0480388","Madison D. Lacy","tvMovie","2001",8.3
"nm0480402","Susan Lacy","tvMovie","2017",7.7
"nm0480477","Peter Ladkani","tvMovie","2013",6.2
"nm0480477","Peter Ladkani","tvMovie","2020",8.8
"nm0480486","Þórhallur Sigurðsson","tvMovie","1998",5.3
"nm0480575","Aldo Lado","tvMovie","1980",5.5
"nm0480583","Dominique Ladoge","tvMovie","1992",6.2
"nm0480583","Dominique Ladoge","tvMovie","2000",7.1
"nm0480583","Dominique Ladoge","tvMovie","2003",6.5
"nm0480583","Dominique Ladoge","tvMovie","2004",7.9
"nm0480583","Dominique Ladoge","tvMovie","2006",7.2
"nm0480583","Dominique Ladoge","tvMovie","2011",6.1
"nm0480583","Dominique Ladoge","tvMovie","2012",6.7
